#,generated_photo_link,product_name,brand,category,nano_banana_prompt,ingredients_text,nutrition_table_text,front_claims,source_url,notes,claim_1_text,claim_1_answer,claim_1_hint,claim_2_text,claim_2_answer,claim_2_hint,claim_3_text,claim_3_answer,claim_3_hint,claim_4_text,claim_4_answer,claim_4_hint,claim_5_text,claim_5_answer,claim_5_hint,case_notes
1,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533223/5_onzzen.jpg,Tropican't Orange,PopsiCo,fruit drinks,"Orange juice carton, 'Tropican't' text, straw stabbed into an orange.","Water, Concentrated Orange Juice","Energy: 43 kcal, Protein: 0.7g, Carbohydrate: 10g, Natural Sugar: 10g (per 100ml)","100% Juice, No Added Sugar",https://www.tropicana.com/,Parody of Tropicana,“100% Juice” and “No Added Sugar” can both be true at the same time.,TRUE,Juice can have natural sugar even without added sugar.,Natural sugar means the drink has no sugar at all.,FALSE,Natural sugar is still sugar.,This pack is trickier than it looks because the front sounds extra healthy.,TRUE,That makes it a good detective case.,"Concentrated orange juice is still orange juice, but it is not the same as eating an orange.",TRUE,Juice and whole fruit are not the same thing.,This is exactly the same as water with orange taste.,FALSE,"It has juice and natural sugar, not just flavored water.",This one is tricky because no added sugar can still mean lots of natural sugar.
2,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533216/13_sp5hjk.jpg,Bad Day Cashew,Brittany,biscuits,"Blue foil wrapper, 'Bad Day' logo, cashew cookies with smile texture.","Refined Wheat Flour, Sugar, Edible Vegetable Oil, Cashew Nuts, Milk Solids","Energy: 498 kcal, Protein: 7g, Carbohydrate: 68g, Fat: 22g (per 100g)",Abundance of Cashews,https://britannia.co.in/brands/good-day,Parody of Good Day,“Abundance of Cashews” does not mean cashew is the main ingredient.,TRUE,The front can zoom in on one special ingredient.,"This biscuit starts with refined wheat flour, not cashew.",TRUE,That is a key clue.,"Because it has nuts, it must be low in fat.",FALSE,This one is actually quite rich.,"This case is a classic ‘special ingredient on front, basic ingredients on back’ case.",TRUE,That is the trick.,The word abundance tells the exact cashew percentage.,FALSE,"It sounds big, but it is not a number.","Cashews are the hero on the front, but not the main base on the back."
3,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533221/27_cxy0sy.jpg,Crunchy Muesli,Baggers,breakfast cereals,"Green stand-up pouch, 'Baggers' logo, bowl of wholesome grains.","Rolled Oats, Whole Wheat Flakes, Invert Syrup, Almonds, Raisins, Honey","Energy: 404 kcal, Protein: 9.6g, Carbohydrate: 74g, Fat: 7g (per 100g)","No Artificial Flavors, High Fibre",https://bagrrys.com/,Parody of Bagrry's,“No Artificial Flavors” does not tell you how much sweet stuff is inside.,TRUE,"That line is about flavor type, not sugar.","This pack has oats and whole wheat flakes, but also sweet ingredients like syrup or honey.",TRUE,Mixed clues make it tricky.,"If raisins are in the list, the pack can never be sweetened further.",FALSE,It can still have syrup or honey.,This is a case where the back is more interesting than the front.,TRUE,The ingredient mix tells the real story.,High fibre means you never need to check the rest.,FALSE,"Fibre is good, but not the full answer.",A pack can have fibre and also have syrup or honey. Mixed clues need mixed thinking.
4,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533222/11_a03y19.jpg,Kisse Squash,HULL,fruit drinks,"Tall glass bottle, orange syrup, 'Kisse' label with fruit basket.","Sugar, Water, Orange Juice, Acidity Regulator (330), Preservative (211)","Energy: 236 kcal, Carbohydrate: 59g, Sugar: 58g (per 100ml)",Made with Real Fruits,https://www.hul.co.in/brands/food-and-drink/kissan/,Parody of Kissan,“Made with Real Fruits” can still sit on a very sweet squash.,TRUE,Real fruit and lots of sugar can live together.,This product is already strong and usually gets mixed before drinking.,TRUE,Squash is not always used straight from the bottle.,"Because it has fruit juice, the sugar number cannot be high.",FALSE,Fruit and high sugar can be together.,The back label matters extra here because the bottle is a concentrate-style drink.,TRUE,You need context to judge it.,"This case is really about salt, not sweetness.",FALSE,Sweetness is the bigger clue.,Squash is strong and sweet. Read the back before judging the front fruit talk.
5,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533221/25_tlwzkp.jpg,Muesli Nuts,Kell's,breakfast cereals,"Yellow and green box, 'Muesli' text, splash of milk with almonds and raisins.","Multigrain (Wheat, Corn, Rice, Oats), Dry Fruits & Nuts, Sugar, Honey","Energy: 405 kcal, Protein: 8.5g, Carbohydrate: 77g, Fat: 5.5g (per 100g)","High in Iron, Multigrain Power",https://www.kelloggs.in/en_IN/brands/muesli.html,Parody of Kellogg's Muesli,"“Multigrain Power” tells you there are many grains, not that the pack is low sugar.",TRUE,Multigrain is not a sugar promise.,"Nuts and dry fruits sound healthy, but sugar and honey still matter.",TRUE,Healthy-sounding packs can still be sweet.,This muesli is made only from nuts.,FALSE,Grains lead the story here.,"This is a mixed-clue case: grains, nuts, and sweetness all matter.",TRUE,It is more layered than plain cereal.,"The word power is just branding, not a nutrition number.",TRUE,"It sounds cool, but proves nothing.",Muesli can look super healthy. Honey and sugar can still sneak into the mix.
6,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533212/8_skrrus.jpg,Hour Maid Pulpy,Choco-Cola,fruit drinks,"Clear bottle, orange juice with visible pulp, 'Hour Maid' logo.","Water, Sugar, Orange Juice, Orange Pulp, Acidity Regulator (330)","Energy: 48 kcal, Carbohydrate: 12g, Added Sugar: 10g (per 100ml)",With Real Orange Pulp,https://www.coca-colaindia.com/brands/minute-maid,Parody of Minute Maid,“With Real Orange Pulp” can be true even if sugar is added too.,TRUE,Pulp and sugar can both show up.,Seeing pulp means the drink must be mostly orange juice.,FALSE,A little pulp can still look impressive on the front.,"This label gives you at least three clues: sugar, juice, and pulp.",TRUE,All three help solve the case.,The word “real” is proof that this is an everyday drink.,FALSE,Real does not automatically mean everyday.,This case teaches you to not get fooled by one exciting word.,TRUE,Words like pulp can distract you.,Pulp looks exciting on the front. The back tells how much the drink leans on sugar too.
7,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533223/4_u9lgtp.jpg,Fake Fruit Power Mixed Fruit,Dabber,fruit drinks,"Green tetra pak, 'Fake Fruit Power' logo, medley of fruits at bottom.","Water, Mixed Fruit Concentrate, Sugar","Energy: 56 kcal, Carbohydrate: 14g, Added Sugar: 8g (per 100ml)",No Added Preservatives,https://www.dabur.com/in/en-us/products/real-fruit-power,Parody of Real,“No Added Preservatives” does not mean “low sugar.”,TRUE,A pack can skip preservatives and still be sweet.,"This drink uses mixed fruit concentrate, not a giant bowl of fresh fruit.",TRUE,Concentrate is a clue worth noticing.,"If preservatives are missing, the drink must be perfect for every day.",FALSE,You still need to check fruit and sugar.,"The back is short, but it still has a lot to say.",TRUE,Even small labels can hide big clues.,This case is more about sugar than about fancy vitamins.,TRUE,Sugar is the stronger clue here.,No preservatives is only one clue. Fruit and sugar still need checking.
8,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533217/28_gd5l9u.jpg,Masala Oats,Soffa,breakfast cereals,"Orange packet, 'Soffa' text, bowl of spicy steaming oats with vegetables.","Rolled Oats, Spices & Condiments, Salt, Maltodextrin, Dried Vegetables","Energy: 390 kcal, Protein: 10g, Carbohydrate: 68g, Fat: 8g (per 100g)","Ready in 3 minutes, High Fibre",https://saffola.marico.in/,Parody of Saffola,"“Ready in 3 minutes” is a speed clue, not a health clue.",TRUE,Fast food and healthy food are different questions.,This pack is more about oats plus masala mix than plain oats alone.,TRUE,Condiments and extras are part of it.,"Because it says high fibre, salt stops mattering.",FALSE,Salt can still matter a lot.,This is a great case for checking both fibre and sodium-type clues.,TRUE,Savory packs need more than one check.,"The front tells you how fast it cooks, but the back tells you what is really inside.",TRUE,That is the detective move.,Fast cooking and high fibre are not the full story. Savory packs need salt checks too.
9,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533218/22_pnzrui.jpg,Omnibic Choco,Omnibic,biscuits,"Red wrapper, 'Omnibic' logo, large wire-cut chocolate chip cookies.","Wheat Flour, Choco Chips, Sugar, Edible Vegetable Oil, Cocoa Powder","Energy: 495 kcal, Protein: 5.5g, Carbohydrate: 68g, Fat: 22g (per 100g)",More Choco Chips,https://unibicfoods.com/,Parody of Unibic,"“More Choco Chips” tells you there are chips, not that the biscuit is mostly chocolate.",TRUE,More than what? It is still not the main base.,"This pack would be smart to judge by flour, sugar, oil, and chips together.",TRUE,One clue alone is not enough.,"Because the chips are bigger on front, they must be first on the back.",FALSE,Big picture does not mean first ingredient.,"This is a ‘count the choco, then check the flour’ kind of case.",TRUE,Front glam vs back facts.,The front image is enough proof by itself.,FALSE,Never enough.,"Front says more choco. Back reminds you flour, sugar, and oil still run the show."
10,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533217/21_zbe08w.jpg,Milk Bikes,Brittany,biscuits,"White and blue wrapper, 'Milk Bikes' text, round biscuits with smiley face.","Wheat Flour, Sugar, Edible Vegetable Oil, Milk Solids, Liquid Glucose","Energy: 448 kcal, Protein: 7g, Carbohydrate: 74g, Fat: 14g (per 100g)","Milk Goodness, Source of Calcium",https://britannia.co.in/brands/milk-bikis,Parody of Milk Bikis,“Milk Goodness” does not turn a biscuit into a milk drink.,TRUE,It is still a biscuit.,"Milk solids are present, but flour and sugar still matter more.",TRUE,Order helps you see that.,"If a pack says calcium, you can stop reading there.",FALSE,One good thing is not the whole story.,This case is about not getting hypnotized by ‘milk’ words.,TRUE,That is the bait on front.,Liquid glucose is another sweet clue on this pack.,TRUE,It adds to the sugar story.,Milk words can make a biscuit sound stronger than it really is.
11,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533215/15_svasjh.jpg,Boreo Vanilla,Mondelazy,biscuits,"Blue wrapper, 'Boreo' text in blue and white, splashing milk over chocolate cookie.","Refined Wheat Flour, Sugar, Edible Vegetable Fat, Cocoa Powder, Invert Syrup","Energy: 480 kcal, Protein: 5g, Carbohydrate: 71g, Fat: 19g (per 100g)",Milk's Favorite Cookie,https://www.oreo.com/,Parody of Oreo,"“Milk’s Favorite Cookie” is a fun line, not a science line.",TRUE,Cute words are not label facts.,Vanilla-looking cookies can still have cocoa in them.,TRUE,The ingredient list can surprise you.,"Because it is a sandwich cookie, sugar and fat are worth checking.",TRUE,Creme biscuits are often richer.,This is the same as a glass of milk because the pack talks about milk.,FALSE,A milk-themed cookie is still a cookie.,A detective should trust the slogan before the ingredient list.,FALSE,Always the other way round.,Cute slogans and creme cookies are built to tempt you. The back keeps you grounded.
12,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533225/30_iw28oz.jpg,Freezies,Kell's,breakfast cereals,"Blue box, cartoon tiger, 'Freezies' text, frosted flakes.","Corn Grits, Sugar, Malt Extract, Salt, Vitamins, Minerals","Energy: 385 kcal, Protein: 5g, Carbohydrate: 88g, Sugar: 32g (per 100g)","Grrrreat Taste, Source of Iron",https://www.kelloggs.com/en_US/brands/frosted-flakes-consumer-brand.html,Parody of Frosties,"“Grrrreat Taste” is a fun shout, not a label fact.",TRUE,Mascot energy is not nutrition data.,This cereal is one of the sweeter ones because sugar is high.,TRUE,32g sugar per 100g is a big clue.,"If iron is added, the cereal cannot be sugary.",FALSE,It can be both fortified and sweet.,This case teaches you to look past the mascot and into the numbers.,TRUE,That is the trick.,"The sweetest clue here is hidden on the back, not the front.",TRUE,The sugar number tells a lot.,"Mascots, bowls, and fun words pull you in. Numbers on the back solve the case."
13,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533213/16_aktnvo.jpg,Seek & Hide,Pale,biscuits,"Brown wrapper, 'Seek & Hide' logo, square chocolate chip cookies.","Wheat Flour, Chocolate Chips, Sugar, Edible Vegetable Oil, Cocoa Solids","Energy: 481 kcal, Protein: 5.5g, Carbohydrate: 72g, Fat: 19g (per 100g)",Real Chocolate Chips,http://www.parleproducts.com/brands/hide-and-seek,Parody of Hide & Seek,“Real Chocolate Chips” can be true even if the biscuit is still mostly flour and sugar.,TRUE,Real chips can be only one part of the pack.,Chocolate chips being shown big on front does not prove they are the first ingredient.,TRUE,Pictures can exaggerate importance.,This pack is mainly made of chocolate chips.,FALSE,Wheat flour leads the list.,This is a good case for learning that ‘real’ does not mean ‘mostly’.,TRUE,That is the trap.,You can solve this one by looking only at the cookie picture.,FALSE,"The picture is bait, not proof.",Big chocolate chips on front do not mean chocolate leads the recipe.
14,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533227/6_pmgyld.jpg,Cardboard Boat Aamras,Hector Drinks,fruit drinks,"Stand-up doypack pouch, minimal white and yellow design, 'Cardboard Boat'.","Mango Pulp (45%), Water, Sugar, Spices (Cardamom, Saffron)","Energy: 64 kcal, Carbohydrate: 16g, Added Sugar: 10g (per 100ml)","No Preservatives, No Colors",https://www.paperboatdrinks.com/,Parody of Paper Boat,"“No Preservatives, No Colors” can be true even if sugar is added.",TRUE,Those are different clues.,Mango pulp is the first ingredient here.,TRUE,That is a strong clue on this label.,"Because this drink has spices, it cannot have sugar.",FALSE,Spices and sugar can both be there.,This case feels less tricky than some other drinks because the fruit amount is higher.,TRUE,45% mango pulp is more than many drink packs.,The back label here is useless because the front already told all.,FALSE,The back confirms what the front is claiming.,"Aamras can be more fruit-forward than many drinks, but sugar still counts."
15,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533220/18_xqq5ji.jpg,Burban,Brittany,biscuits,"Brown rectangular wrapper, 'Burban' text, long chocolate cream sandwich biscuits.","Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids, Milk Solids","Energy: 485 kcal, Protein: 5.5g, Carbohydrate: 71g, Fat: 20g (per 100g)",Original Choco Cream,https://britannia.co.in/brands/bourbon,Parody of Bourbon,"“Original Choco Cream” tells you the flavour, not the first ingredient.",TRUE,Flavour name is not ingredient order.,Sugar is near the front on this biscuit.,TRUE,That makes sweetness an important clue.,"Because cocoa is there, this becomes a healthy chocolate food.",FALSE,Cocoa alone does not decide that.,This is a better ‘sometimes’ snack than an ‘anytime’ snack.,TRUE,Sugar and fat push it there.,The cream part means protein will be the biggest number.,FALSE,That is not what the table says.,Flavor names are fun. Ingredient order is truth.
16,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533225/3_n30sgx.jpg,Splice Mango,PopsiCo,fruit drinks,"Sleek clear bottle, orange liquid, 'Splice' text over a sliced mango.","Water, Sugar, Mango Pulp, Acidity Regulator (330), Stabilizer (440)","Energy: 66 kcal, Carbohydrate: 16.5g, Sugar: 15g (per 100ml)",Thickest Mango Drink,https://www.pepsicoindia.co.in/brands/slice,Parody of Slice,"“Thickest Mango Drink” tells you about feel, not health.",TRUE,Thick can still be sugary.,Sugar shows up before mango pulp here.,TRUE,That means sweetness is playing a big role.,"If mango comes after sugar, mango must be the biggest ingredient.",FALSE,The order says the opposite.,This pack is trying to win you with texture words.,TRUE,“Thickest” is a feeling word.,The ingredient list makes this look more like plain mango pulp than a sweet drink.,FALSE,Water and sugar matter a lot here.,This case is about a thick mango feel hiding a sweeter mix.
17,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533218/12_vlivw4.jpg,Pale-G,Pale,biscuits,"Yellow wax paper wrapper, 'Pale-G' text in red, retro girl illustration.","Wheat Flour, Sugar, Edible Vegetable Oil, Invert Syrup, Milk Solids, Salt","Energy: 450 kcal, Protein: 6.5g, Carbohydrate: 78g, Fat: 12.5g (per 100g)",World's largest selling biscuit,http://www.parleproducts.com/brands/parle-g,Parody of Parle-G,"“World’s largest selling biscuit” is popularity talk, not nutrition talk.",TRUE,Big sales do not tell you the health story.,Wheat flour comes before sugar here.,TRUE,That means flour is the bigger ingredient.,This is best judged by the slogan on the front.,FALSE,Slogans are not label proof.,A biscuit can be famous and still be a sometimes snack.,TRUE,Tasty and everyday are not the same thing.,Checking the first 3 ingredients is a fast way to crack biscuit cases.,TRUE,Those first few words matter a lot.,Big selling does not mean big health. Famous biscuits still need label reading.
18,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533219/23_kzapyh.jpg,Corn Flakes Original,Kell's,breakfast cereals,"White box, green rooster, 'Kell's Corn Flakes' bold text, bowl of cereal.","Corn Grits, Sugar, Malt Extract, Iodized Salt, Vitamins, Minerals","Energy: 380 kcal, Protein: 8g, Carbohydrate: 84g, Fat: 1g (per 100g)","Source of Iron, High in B Vitamins",https://www.kelloggs.com/en_US/brands/corn-flakes.html,Parody of Kellogg's Corn Flakes,"“Source of Iron, High in B Vitamins” can be true even on a sweet cereal.",TRUE,Added vitamins do not cancel sugar.,Corn grits come before sugar here.,TRUE,That is worth noting.,A vitamin line on front tells you exactly how sweet the cereal is.,FALSE,You still need the back.,This case teaches you that fortification and sugar can be on the same pack.,TRUE,Both can be true.,Breakfast foods should be judged only by the cartoon and bowl picture.,FALSE,That is front-pack bait.,Vitamins can share a box with sugar. That is why cereal packs need careful reading.
19,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533227/1_y52akn.jpg,Flooti Mango Drink,Pale Agro,fruit drinks,"Yellow rectangular juice box, 'Flooti' logo, ripe mango splash, commercial packaging.","Water, Mango Pulp (19.5%), Sugar, Acidity Regulator (330), Antioxidant (300)","Energy: 65 kcal, Carbohydrate: 16.2g, Added Sugar: 13.5g (per 100ml)",Made with real mangoes,http://www.parleagro.com/products/frooti,Parody of Frooti,“Made with real mangoes” does not mean mango is most of the drink.,TRUE,"Real mango can be there, but water can still be first.","If water comes first, the drink is not all mango.",TRUE,The first ingredient usually takes the biggest share.,This is a better water choice than a treat drink.,FALSE,"It has a lot of added sugar, so it is more of a treat.","To crack this case, checking both mango % and sugar helps.",TRUE,One tells you the fruit story. The other tells you the sweet story.,The front did tell the whole story all by itself.,FALSE,The back gives the fuller truth.,Front says mango. Back says mango plus sugar. Check both before you sip.
20,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533220/24_wt0fnf.jpg,Choco-locos,Kell's,breakfast cereals,"Brown box, cartoon bear mascot, 'Choco-locos' text, chocolate loops in milk.","Wheat Flour, Sugar, Cocoa Solids, Malt Extract, Edible Vegetable Oil","Energy: 386 kcal, Protein: 9g, Carbohydrate: 80g, Fat: 3g (per 100g)","Made with Whole Grain, Source of Calcium",https://www.kelloggs.in/en_IN/brands/chocos-brand.html,Parody of Chocos,“Made with Whole Grain” does not mean sugar is low.,TRUE,Whole grain and sugar can sit together.,"This cereal includes cocoa, but that does not make it chocolate cake.",TRUE,"It is still cereal, but sweetness matters.","Because calcium is on the front, this must be an everyday winner without checking the back.",FALSE,Back check still needed.,This is a smart case for looking at both grain words and sugar words.,TRUE,Both matter here.,Whole grain on front means whole grain is surely the first ingredient.,FALSE,You have to read to know.,"Whole grain is a good clue, but it is not the only clue."
21,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533214/14_galjcr.jpg,Marry Gold,Brittany,biscuits,"Orange and white wrapper, 'Marry Gold' text, round embossed biscuits.","Refined Wheat Flour, Sugar, Edible Vegetable Oil, Milk Solids, Invert Syrup","Energy: 435 kcal, Protein: 8g, Carbohydrate: 75g, Fat: 11g (per 100g)","Tea Time Biscuit, Light & Crispy",https://britannia.co.in/brands/marie-gold,Parody of Marie Gold,"“Light & Crispy” tells you texture, not sugar level.",TRUE,Crunch words are not sugar facts.,This biscuit has both sugar and oil in the ingredient list.,TRUE,That is common in biscuits.,"If a biscuit feels plain, the label does not need reading.",FALSE,Plain-looking packs can still be sweet.,This is a snack you would judge better from the back than from the tea-time vibe on front.,TRUE,Front mood is not the full truth.,The word crispy means it is high in protein.,FALSE,Crispy says nothing about protein.,Plain-looking biscuits can still carry sugar and oil. Quiet packs need detectives too.
22,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533218/20_jlkyca.jpg,Monocle,Pale,biscuits,"Blue and yellow wrapper, 'Monocle' text, round salty crackers.","Wheat Flour, Edible Vegetable Oil, Sugar, Salt, Raising Agents, Yeast","Energy: 509 kcal, Protein: 8g, Carbohydrate: 65g, Fat: 24g (per 100g)","Light & Crunchy, Salty",http://www.parleproducts.com/brands/monaco,Parody of Monaco,"“Light & Crunchy, Salty” does not mean sugar is missing.",TRUE,Even salty biscuits can hide some sugar.,This biscuit is higher in fat than many plain biscuits.,TRUE,24g per 100g is a lot.,The word light on front means the numbers on back must also be light.,FALSE,Front words can mislead.,This is a strong case for checking both salt words and fat numbers.,TRUE,Both matter here.,A salty cracker never needs the ingredient list.,FALSE,It definitely does.,The word light can fool you. Fat and sugar still tell the real story.
23,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533214/29_mmhka3.jpg,Koko Smash,Nest,breakfast cereals,"Brown box, koala mascot, 'Koko Smash' text, chocolate cereal shapes.","Whole Wheat Flour, Sugar, Cocoa Powder, Extract of Malt, Vitamins, Minerals","Energy: 383 kcal, Protein: 8.2g, Carbohydrate: 77g, Fat: 3.5g (per 100g)",Made with Whole Grain,https://www.nestle-cereals.com/in/kokokrunch,Parody of Koko Krunch,“Made with Whole Grain” can be true while sugar is still high on the list.,TRUE,Whole grain does not erase sweetness.,"Chocolatey cereal should be checked for sugar, not just the grain claim.",TRUE,That is the main trap.,"Because vitamins are added, this cereal becomes the same as plain whole wheat.",FALSE,Added vitamins do not make it plain.,"This is another front-good, back-mixed kind of case.",TRUE,"Some clues are good, some need caution.",The cocoa picture tells you more than the ingredient order does.,FALSE,Ingredient order wins.,Chocolate cereal loves the word whole grain. The back tells you how sweet it really is.
24,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533213/17_ilhvlz.jpg,Dim Fantasy,Sunfeast-er,biscuits,"Premium dark brown box, 'Dim Fantasy' text, melting chocolate center cookie.","Choco Creme, Wheat Flour, Sugar, Edible Vegetable Oil, Cocoa Solids","Energy: 508 kcal, Protein: 5g, Carbohydrate: 64g, Fat: 26g (per 100g)",Pure Indulgence,https://www.sunfeastdarkfantasy.com/,Parody of Dark Fantasy,"“Pure Indulgence” is a mood line, not a health clue.",TRUE,It tells you how it wants to feel.,This biscuit is one of the richer ones because fat is high.,TRUE,26g fat per 100g is a big clue.,"If a snack feels fancy, it must be lighter than a plain biscuit.",FALSE,"Fancy can be richer, not lighter.",This case is more about treat-food clues than fibre clues.,TRUE,"Creme, sugar, and fat lead the story.","The front is trying to sell a feeling, not just a fact.",TRUE,That is what packs do.,"Fancy words like indulgence usually point to treat food, not everyday food."
25,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533221/26_blsrcz.jpg,Quacker Oats,PopsiCo,breakfast cereals,"Blue cylinder container, smiling man in colonial hat, 'Quacker Oats' text.",100% Rolled Oats,"Energy: 397 kcal, Protein: 11.5g, Carbohydrate: 68g, Fat: 8g, Dietary Fiber: 10g (per 100g)","100% Whole Grain, Helps Reduce Cholesterol",https://www.quakeroats.com/,Parody of Quaker,“100% Whole Grain” is a strong clue here because the ingredient list is just oats.,TRUE,This is one of the cleaner labels.,This product has added sugar in the ingredient list.,FALSE,It does not.,All healthy-looking packs are traps. This one is too.,FALSE,Some packs really are simpler.,This case teaches that not every front claim is a trick.,TRUE,Good detectives stay fair.,"For oats, fibre is a clue worth noticing.",TRUE,Fibre is one of the helpful numbers here.,Some labels are honestly simple. Good detectives notice that too.
26,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533225/10_onwpog.jpg,Twang Orange,Mondelazy,fruit drinks,"Orange plastic pouch, 'Twang' bold text, splashing orange liquid powder.","Sugar, Acidity Regulator (330), Orange Fruit Powder, Vitamins, Minerals","Energy: 391 kcal, Carbohydrate: 95g, Sugar: 93g (per 100g powder)",Contains Vitamin C & D,https://www.mondelezinternational.com/tang,Parody of Tang,“Contains Vitamin C & D” does not mean the powder is low in sugar.,TRUE,Vitamins do not erase sugar.,"This is a powder, so per 100g sugar can look huge.",TRUE,Powders can be very concentrated.,The orange picture alone tells you how much real fruit is in it.,FALSE,Pictures do not show the exact amount.,This case is a good reminder to check whether a product is powder or ready drink.,TRUE,That changes how you read the numbers.,"If vitamins are added, there is no need to check the rest.",FALSE,Added vitamins are only one part of the story.,"Powder drinks can look healthy because of vitamins, but they can be very sugary."
27,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533217/9_wp61wy.jpg,Happy Fizz,Pale Agro,fruit drinks,"Black PET bottle, red and gold label 'Happy Fizz', apple graphic.","Water, Sugar, Apple Juice Concentrate, CO2, Acidity Regulator (296)","Energy: 56 kcal, Carbohydrate: 14g, Added Sugar: 12g (per 100ml)",Sparkling Apple Juice Drink,http://www.parleagro.com/products/appy-fizz,Parody of Appy Fizz,"“Sparkling Apple Juice Drink” tells you it is fizzy, not plain juice.",TRUE,Sparkling is a clue already.,Fizz plus sugar can turn fruit talk into more of a treat drink.,TRUE,That is the trick here.,"Because apple juice is listed, this must be just like eating an apple.",FALSE,A fizzy drink is not the same as fruit.,CO2 is the bubble clue on this pack.,TRUE,That is what gives the fizz.,This case is mostly about protein and calcium.,FALSE,"It is more about fizz, juice, and sugar.",Fizz changes the game. A fruity fizzy drink is still a treat-style drink.
28,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533226/2_zfs0f4.jpg,Taaza Mango,Choco-Cola,fruit drinks,"Yellow plastic bottle, green cap, 'Taaza' logo with mango illustration.","Water, Mango Pulp (19.5%), Sugar, Acidity Regulator (330), Preservative (211)","Energy: 62 kcal, Carbohydrate: 15.4g, Added Sugar: 13g (per 100ml)",Real Mango Experience,https://www.coca-colaindia.com/brands/maaza,Parody of Maaza,"“Real Mango Experience” sounds fun, but it is not a label fact by itself.",TRUE,That line is more ad talk than proof.,This drink has mango pulp and added sugar together.,TRUE,You can spot both on the ingredient list.,"If a drink has fruit, there can never be a preservative.",FALSE,Some fruit drinks still add one.,This one is closer to a sometimes drink than an everyday drink.,TRUE,Fruit plus lots of sugar makes it more of a treat.,The word “real” means you can skip the back label.,FALSE,Nice-sounding words still need checking.,"The word real sounds nice, but sugar and preservatives still matter."
29,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533225/7_uvuka0.jpg,C Natural Mixed Fruit,ITC-ish,fruit drinks,"Dark green carton, 'C Natural' branding, fruit basket illustration.","Water, Mixed Fruit Pulp/Blend, Sugar","Energy: 54 kcal, Carbohydrate: 13.5g, Added Sugar: 9g (per 100ml)","Source of Fiber, 100% Indian Fruit",https://www.itcportal.com/brands-microsite/b-natural.aspx,Parody of B Natural,“Source of Fiber” does not cancel out added sugar.,TRUE,A good thing and a sweet thing can sit together.,"“100% Indian Fruit” tells where the fruit is from, not how much fruit is inside.",TRUE,Country talk is not amount talk.,This pack would be solved well by checking only the color of the carton.,FALSE,"Color is design, not evidence.",The fruit blend and the sugar both matter in this case.,TRUE,You need both clues together.,A smart detective would ignore the front and read the back too.,TRUE,That is the whole game.,"Fiber is helpful, but it does not answer the whole case by itself."
30,https://res.cloudinary.com/dacuzjrcg/image/upload/v1773533222/19_ll0dxq.jpg,Snapjack,Pale,biscuits,"Yellow and red wrapper, 'Snapjack' text, square salty-sweet crackers.","Wheat Flour, Edible Vegetable Oil, Sugar, Raising Agents, Salt, Yeast","Energy: 498 kcal, Protein: 6.5g, Carbohydrate: 69g, Fat: 21.8g (per 100g)",Sweet & Salty,http://www.parleproducts.com/brands/krackjack,Parody of Krackjack,"“Sweet & Salty” is actually a clue, not just ad talk.",TRUE,The pack is hinting at both tastes.,A biscuit can have sugar and salt together.,TRUE,This one does.,"If a snack says salty, there cannot be sugar in it.",FALSE,That is the trick on many packs.,This case teaches you to check for surprise sweetness in salty snacks.,TRUE,That is the fun twist.,Yeast and raising agents mean the pack has no oil.,FALSE,Oil is there too.,Sweet plus salty is a classic snack trick. Read both tastes on the back.
